Country/Region,Date,Recovered
China,2021-12-03,0
Denmark,2021-12-03,0
France,2021-12-03,0
Netherlands,2021-12-03,0
New Zealand,2021-12-03,0
United Kingdom,2021-12-03,0
Australia,2021-12-04,0
China,2021-12-04,0
Denmark,2021-12-04,0
France,2021-12-04,0
Netherlands,2021-12-04,0
New Zealand,2021-12-04,0
United Kingdom,2021-12-04,0
Australia,2021-12-05,0
China,2021-12-05,0
Denmark,2021-12-05,0
France,2021-12-05,0
Netherlands,2021-12-05,0
New Zealand,2021-12-05,0
United Kingdom,2021-12-05,0
Australia,2021-12-06,0
China,2021-12-06,0
Denmark,2021-12-06,0
France,2021-12-06,0
Netherlands,2021-12-06,0
New Zealand,2021-12-06,0
United Kingdom,2021-12-06,0
Australia,2021-12-07,0
China,2021-12-07,0
Denmark,2021-12-07,0
France,2021-12-07,0
Netherlands,2021-12-07,0
New Zealand,2021-12-07,0
United Kingdom,2021-12-07,0
Australia,2021-12-08,0
China,2021-12-08,0
Denmark,2021-12-08,0
France,2021-12-08,0
Netherlands,2021-12-08,0
New Zealand,2021-12-08,0
United Kingdom,2021-12-08,0
Australia,2021-12-09,0
China,2021-12-09,0
Denmark,2021-12-09,0
France,2021-12-09,0
Netherlands,2021-12-09,0
New Zealand,2021-12-09,0
United Kingdom,2021-12-09,0
Australia,2021-12-10,0
China,2021-12-10,0
Denmark,2021-12-10,0
France,2021-12-10,0
Netherlands,2021-12-10,0
New Zealand,2021-12-10,0
United Kingdom,2021-12-10,0
Australia,2021-12-11,0
China,2021-12-11,0
Denmark,2021-12-11,0
France,2021-12-11,0
Netherlands,2021-12-11,0
New Zealand,2021-12-11,0
United Kingdom,2021-12-11,0
Australia,2021-12-12,0
China,2021-12-12,0
Denmark,2021-12-12,0
France,2021-12-12,0
Netherlands,2021-12-12,0
New Zealand,2021-12-12,0
United Kingdom,2021-12-12,0
Australia,2021-12-13,0
China,2021-12-13,0
Denmark,2021-12-13,0
France,2021-12-13,0
Netherlands,2021-12-13,0
New Zealand,2021-12-13,0
United Kingdom,2021-12-13,0
Australia,2021-12-14,0
China,2021-12-14,0
Denmark,2021-12-14,0
France,2021-12-14,0
Netherlands,2021-12-14,0
New Zealand,2021-12-14,0
United Kingdom,2021-12-14,0
Australia,2021-12-15,0
China,2021-12-15,0
Denmark,2021-12-15,0
France,2021-12-15,0
Netherlands,2021-12-15,0
New Zealand,2021-12-15,0
United Kingdom,2021-12-15,0
Australia,2021-12-16,0
China,2021-12-16,0
Denmark,2021-12-16,0
France,2021-12-16,0
Netherlands,2021-12-16,0
New Zealand,2021-12-16,0
United Kingdom,2021-12-16,0
Australia,2021-12-17,0
China,2021-12-17,0
Denmark,2021-12-17,0
France,2021-12-17,0
Netherlands,2021-12-17,0
New Zealand,2021-12-17,0
United Kingdom,2021-12-17,0
Australia,2021-12-18,0
China,2021-12-18,0
Denmark,2021-12-18,0
France,2021-12-18,0
Netherlands,2021-12-18,0
New Zealand,2021-12-18,0
United Kingdom,2021-12-18,0
Australia,2021-12-19,0
China,2021-12-19,0
Denmark,2021-12-19,0
France,2021-12-19,0
Netherlands,2021-12-19,0
New Zealand,2021-12-19,0
United Kingdom,2021-12-19,0
Australia,2021-12-20,0
China,2021-12-20,0
Denmark,2021-12-20,0
France,2021-12-20,0
Netherlands,2021-12-20,0
New Zealand,2021-12-20,0
United Kingdom,2021-12-20,0
Australia,2021-12-21,0
China,2021-12-21,0
Denmark,2021-12-21,0
France,2021-12-21,0
Netherlands,2021-12-21,0
New Zealand,2021-12-21,0
United Kingdom,2021-12-21,0
Australia,2021-12-22,0
China,2021-12-22,0
Denmark,2021-12-22,0
France,2021-12-22,0
Netherlands,2021-12-22,0
New Zealand,2021-12-22,0
United Kingdom,2021-12-22,0
Australia,2021-12-23,0
China,2021-12-23,0
Denmark,2021-12-23,0
France,2021-12-23,0
Netherlands,2021-12-23,0
New Zealand,2021-12-23,0
United Kingdom,2021-12-23,0
Australia,2021-12-24,0
China,2021-12-24,0
Denmark,2021-12-24,0
France,2021-12-24,0
Netherlands,2021-12-24,0
New Zealand,2021-12-24,0
United Kingdom,2021-12-24,0
Australia,2021-12-25,0
China,2021-12-25,0
Denmark,2021-12-25,0
France,2021-12-25,0
Netherlands,2021-12-25,0
New Zealand,2021-12-25,0
United Kingdom,2021-12-25,0
Australia,2021-12-26,0
China,2021-12-26,0
Denmark,2021-12-26,0
France,2021-12-26,0
Netherlands,2021-12-26,0
New Zealand,2021-12-26,0
United Kingdom,2021-12-26,0
Australia,2021-12-27,0
China,2021-12-27,0
Denmark,2021-12-27,0
France,2021-12-27,0
Netherlands,2021-12-27,0
New Zealand,2021-12-27,0
United Kingdom,2021-12-27,0
Australia,2021-12-28,0
China,2021-12-28,0
Denmark,2021-12-28,0
France,2021-12-28,0
Netherlands,2021-12-28,0
New Zealand,2021-12-28,0
United Kingdom,2021-12-28,0
Australia,2021-12-29,0
China,2021-12-29,0
Denmark,2021-12-29,0
France,2021-12-29,0
Netherlands,2021-12-29,0
New Zealand,2021-12-29,0
United Kingdom,2021-12-29,0
Australia,2021-12-30,0
China,2021-12-30,0
Denmark,2021-12-30,0
France,2021-12-30,0
Netherlands,2021-12-30,0
New Zealand,2021-12-30,0
United Kingdom,2021-12-30,0
Australia,2021-12-31,0
China,2021-12-31,0
Denmark,2021-12-31,0
France,2021-12-31,0
Netherlands,2021-12-31,0
New Zealand,2021-12-31,0
United Kingdom,2021-12-31,0
Australia,2022-01-01,0
China,2022-01-01,0
Denmark,2022-01-01,0
France,2022-01-01,0
Netherlands,2022-01-01,0
New Zealand,2022-01-01,0
United Kingdom,2022-01-01,0
Australia,2022-01-02,0
China,2022-01-02,0
Denmark,2022-01-02,0
France,2022-01-02,0
Netherlands,2022-01-02,0
New Zealand,2022-01-02,0
United Kingdom,2022-01-02,0
Australia,2022-01-03,0
China,2022-01-03,0
Denmark,2022-01-03,0
France,2022-01-03,0
Netherlands,2022-01-03,0
New Zealand,2022-01-03,0
United Kingdom,2022-01-03,0
Australia,2022-01-04,0
China,2022-01-04,0
Denmark,2022-01-04,0
France,2022-01-04,0
Netherlands,2022-01-04,0
New Zealand,2022-01-04,0
United Kingdom,2022-01-04,0
Australia,2022-01-05,0
China,2022-01-05,0
Denmark,2022-01-05,0
France,2022-01-05,0
Netherlands,2022-01-05,0
New Zealand,2022-01-05,0
United Kingdom,2022-01-05,0
Australia,2022-01-06,0
China,2022-01-06,0
Denmark,2022-01-06,0
France,2022-01-06,0
Netherlands,2022-01-06,0
New Zealand,2022-01-06,0
United Kingdom,2022-01-06,0
Australia,2022-01-07,0
China,2022-01-07,0
Denmark,2022-01-07,0
France,2022-01-07,0
Netherlands,2022-01-07,0
New Zealand,2022-01-07,0
United Kingdom,2022-01-07,0
Australia,2022-01-08,0
China,2022-01-08,0
Denmark,2022-01-08,0
France,2022-01-08,0
Netherlands,2022-01-08,0
New Zealand,2022-01-08,0
United Kingdom,2022-01-08,0
Australia,2022-01-09,0
China,2022-01-09,0
Denmark,2022-01-09,0
France,2022-01-09,0
Netherlands,2022-01-09,0
New Zealand,2022-01-09,0
United Kingdom,2022-01-09,0
Australia,2022-01-10,0
China,2022-01-10,0
Denmark,2022-01-10,0
France,2022-01-10,0
Netherlands,2022-01-10,0
New Zealand,2022-01-10,0
United Kingdom,2022-01-10,0
Australia,2022-01-11,0
China,2022-01-11,0
Denmark,2022-01-11,0
France,2022-01-11,0
Netherlands,2022-01-11,0
New Zealand,2022-01-11,0
United Kingdom,2022-01-11,0
Australia,2022-01-12,0
China,2022-01-12,0
Denmark,2022-01-12,0
France,2022-01-12,0
Netherlands,2022-01-12,0
New Zealand,2022-01-12,0
United Kingdom,2022-01-12,0
Australia,2022-01-13,0
China,2022-01-13,0
Denmark,2022-01-13,0
France,2022-01-13,0
Netherlands,2022-01-13,0
New Zealand,2022-01-13,0
United Kingdom,2022-01-13,0
Australia,2022-01-14,0
China,2022-01-14,0
Denmark,2022-01-14,0
France,2022-01-14,0
Netherlands,2022-01-14,0
New Zealand,2022-01-14,0
United Kingdom,2022-01-14,0
Australia,2022-01-15,0
China,2022-01-15,0
Denmark,2022-01-15,0
France,2022-01-15,0
Netherlands,2022-01-15,0
New Zealand,2022-01-15,0
United Kingdom,2022-01-15,0
Australia,2022-01-16,0
China,2022-01-16,0
Denmark,2022-01-16,0
France,2022-01-16,0
Netherlands,2022-01-16,0
New Zealand,2022-01-16,0
United Kingdom,2022-01-16,0
Australia,2022-01-17,0
China,2022-01-17,0
Denmark,2022-01-17,0
France,2022-01-17,0
Netherlands,2022-01-17,0
New Zealand,2022-01-17,0
United Kingdom,2022-01-17,0
Australia,2022-01-18,0
China,2022-01-18,0
Denmark,2022-01-18,0
France,2022-01-18,0
Netherlands,2022-01-18,0
New Zealand,2022-01-18,0
United Kingdom,2022-01-18,0
Australia,2022-01-19,0
China,2022-01-19,0
Denmark,2022-01-19,0
France,2022-01-19,0
Netherlands,2022-01-19,0
New Zealand,2022-01-19,0
United Kingdom,2022-01-19,0
Australia,2022-01-20,0
China,2022-01-20,0
Denmark,2022-01-20,0
France,2022-01-20,0
Netherlands,2022-01-20,0
New Zealand,2022-01-20,0
United Kingdom,2022-01-20,0
Australia,2022-01-21,0
China,2022-01-21,0
Denmark,2022-01-21,0
France,2022-01-21,0
Netherlands,2022-01-21,0
New Zealand,2022-01-21,0
United Kingdom,2022-01-21,0
Australia,2022-01-22,0
China,2022-01-22,0
Denmark,2022-01-22,0
France,2022-01-22,0
Netherlands,2022-01-22,0
New Zealand,2022-01-22,0
United Kingdom,2022-01-22,0
Australia,2022-01-23,0
China,2022-01-23,0
Denmark,2022-01-23,0
France,2022-01-23,0
Netherlands,2022-01-23,0
New Zealand,2022-01-23,0
United Kingdom,2022-01-23,0
Australia,2022-01-24,0
China,2022-01-24,0
Denmark,2022-01-24,0
France,2022-01-24,0
Netherlands,2022-01-24,0
New Zealand,2022-01-24,0
United Kingdom,2022-01-24,0
Australia,2022-01-25,0
China,2022-01-25,0
Denmark,2022-01-25,0
France,2022-01-25,0
Netherlands,2022-01-25,0
New Zealand,2022-01-25,0
United Kingdom,2022-01-25,0
Australia,2022-01-26,0
China,2022-01-26,0
Denmark,2022-01-26,0
France,2022-01-26,0
Netherlands,2022-01-26,0
New Zealand,2022-01-26,0
United Kingdom,2022-01-26,0
Australia,2022-01-27,0
China,2022-01-27,0
Denmark,2022-01-27,0
France,2022-01-27,0
Netherlands,2022-01-27,0
New Zealand,2022-01-27,0
United Kingdom,2022-01-27,0
Australia,2022-01-28,0
China,2022-01-28,0
Denmark,2022-01-28,0
France,2022-01-28,0
Netherlands,2022-01-28,0
New Zealand,2022-01-28,0
United Kingdom,2022-01-28,0
Australia,2022-01-29,0
China,2022-01-29,0
Denmark,2022-01-29,0
France,2022-01-29,0
Netherlands,2022-01-29,0
New Zealand,2022-01-29,0
United Kingdom,2022-01-29,0
Australia,2022-01-30,0
China,2022-01-30,0
Denmark,2022-01-30,0
France,2022-01-30,0
Netherlands,2022-01-30,0
New Zealand,2022-01-30,0
United Kingdom,2022-01-30,0
Australia,2022-01-31,0
China,2022-01-31,0
Denmark,2022-01-31,0
France,2022-01-31,0
Netherlands,2022-01-31,0
New Zealand,2022-01-31,0
United Kingdom,2022-01-31,0
Australia,2022-02-01,0
China,2022-02-01,0
Denmark,2022-02-01,0
France,2022-02-01,0
Netherlands,2022-02-01,0
New Zealand,2022-02-01,0
United Kingdom,2022-02-01,0
Australia,2022-02-02,0
China,2022-02-02,0
Denmark,2022-02-02,0
France,2022-02-02,0
Netherlands,2022-02-02,0
New Zealand,2022-02-02,0
United Kingdom,2022-02-02,0
Australia,2022-02-03,0
China,2022-02-03,0
Denmark,2022-02-03,0
France,2022-02-03,0
Netherlands,2022-02-03,0
New Zealand,2022-02-03,0
United Kingdom,2022-02-03,0
Australia,2022-02-04,0
China,2022-02-04,0
Denmark,2022-02-04,0
France,2022-02-04,0
Netherlands,2022-02-04,0
New Zealand,2022-02-04,0
United Kingdom,2022-02-04,0
Australia,2022-02-05,0
China,2022-02-05,0
Denmark,2022-02-05,0
France,2022-02-05,0
Netherlands,2022-02-05,0
New Zealand,2022-02-05,0
United Kingdom,2022-02-05,0
Australia,2022-02-06,0
China,2022-02-06,0
Denmark,2022-02-06,0
France,2022-02-06,0
Netherlands,2022-02-06,0
New Zealand,2022-02-06,0
United Kingdom,2022-02-06,0
Australia,2022-02-07,0
China,2022-02-07,0
Denmark,2022-02-07,0
France,2022-02-07,0
Netherlands,2022-02-07,0
New Zealand,2022-02-07,0
United Kingdom,2022-02-07,0
Australia,2022-02-08,0
China,2022-02-08,0
Denmark,2022-02-08,0
France,2022-02-08,0
Netherlands,2022-02-08,0
New Zealand,2022-02-08,0
United Kingdom,2022-02-08,0
Australia,2022-02-09,0
China,2022-02-09,0
Denmark,2022-02-09,0
France,2022-02-09,0
Netherlands,2022-02-09,0
New Zealand,2022-02-09,0
United Kingdom,2022-02-09,0
Australia,2022-02-10,0
China,2022-02-10,0
Denmark,2022-02-10,0
France,2022-02-10,0
Netherlands,2022-02-10,0
New Zealand,2022-02-10,0
United Kingdom,2022-02-10,0
Australia,2022-02-11,0
China,2022-02-11,0
Denmark,2022-02-11,0
France,2022-02-11,0
Netherlands,2022-02-11,0
New Zealand,2022-02-11,0
United Kingdom,2022-02-11,0
Australia,2022-02-12,0
China,2022-02-12,0
Denmark,2022-02-12,0
France,2022-02-12,0
Netherlands,2022-02-12,0
New Zealand,2022-02-12,0
United Kingdom,2022-02-12,0
Australia,2022-02-13,0
China,2022-02-13,0
Denmark,2022-02-13,0
France,2022-02-13,0
Netherlands,2022-02-13,0
New Zealand,2022-02-13,0
United Kingdom,2022-02-13,0
Australia,2022-02-14,0
China,2022-02-14,0
Denmark,2022-02-14,0
France,2022-02-14,0
Netherlands,2022-02-14,0
New Zealand,2022-02-14,0
United Kingdom,2022-02-14,0
Australia,2022-02-15,0
China,2022-02-15,0
Denmark,2022-02-15,0
France,2022-02-15,0
Netherlands,2022-02-15,0
New Zealand,2022-02-15,0
United Kingdom,2022-02-15,0
Australia,2022-02-16,0
China,2022-02-16,0
Denmark,2022-02-16,0
France,2022-02-16,0
Netherlands,2022-02-16,0
New Zealand,2022-02-16,0
United Kingdom,2022-02-16,0
Australia,2022-02-17,0
China,2022-02-17,0
Denmark,2022-02-17,0
France,2022-02-17,0
Netherlands,2022-02-17,0
New Zealand,2022-02-17,0
United Kingdom,2022-02-17,0
Australia,2022-02-18,0
China,2022-02-18,0
Denmark,2022-02-18,0
France,2022-02-18,0
Netherlands,2022-02-18,0
New Zealand,2022-02-18,0
United Kingdom,2022-02-18,0
Australia,2022-02-19,0
China,2022-02-19,0
Denmark,2022-02-19,0
France,2022-02-19,0
Netherlands,2022-02-19,0
New Zealand,2022-02-19,0
United Kingdom,2022-02-19,0
Australia,2022-02-20,0
China,2022-02-20,0
Denmark,2022-02-20,0
France,2022-02-20,0
Netherlands,2022-02-20,0
New Zealand,2022-02-20,0
United Kingdom,2022-02-20,0
Australia,2022-02-21,0
China,2022-02-21,0
Denmark,2022-02-21,0
France,2022-02-21,0
Netherlands,2022-02-21,0
New Zealand,2022-02-21,0
United Kingdom,2022-02-21,0
Australia,2022-02-22,0
China,2022-02-22,0
Denmark,2022-02-22,0
France,2022-02-22,0
Netherlands,2022-02-22,0
New Zealand,2022-02-22,0
United Kingdom,2022-02-22,0
Australia,2022-02-23,0
China,2022-02-23,0
Denmark,2022-02-23,0
France,2022-02-23,0
Netherlands,2022-02-23,0
New Zealand,2022-02-23,0
United Kingdom,2022-02-23,0
Australia,2022-02-24,0
China,2022-02-24,0
Denmark,2022-02-24,0
France,2022-02-24,0
Netherlands,2022-02-24,0
New Zealand,2022-02-24,0
United Kingdom,2022-02-24,0
Australia,2022-02-25,0
China,2022-02-25,0
Denmark,2022-02-25,0
France,2022-02-25,0
Netherlands,2022-02-25,0
New Zealand,2022-02-25,0
United Kingdom,2022-02-25,0
Australia,2022-02-26,0
China,2022-02-26,0
Denmark,2022-02-26,0
France,2022-02-26,0
Netherlands,2022-02-26,0
New Zealand,2022-02-26,0
United Kingdom,2022-02-26,0
Australia,2022-02-27,0
China,2022-02-27,0
Denmark,2022-02-27,0
France,2022-02-27,0
Netherlands,2022-02-27,0
New Zealand,2022-02-27,0
United Kingdom,2022-02-27,0
Australia,2022-02-28,0
China,2022-02-28,0
Denmark,2022-02-28,0
France,2022-02-28,0
Netherlands,2022-02-28,0
New Zealand,2022-02-28,0
United Kingdom,2022-02-28,0
Australia,2022-03-01,0
China,2022-03-01,0
Denmark,2022-03-01,0
France,2022-03-01,0
Netherlands,2022-03-01,0
New Zealand,2022-03-01,0
United Kingdom,2022-03-01,0
Australia,2022-03-02,0
China,2022-03-02,0
Denmark,2022-03-02,0
France,2022-03-02,0
Netherlands,2022-03-02,0
New Zealand,2022-03-02,0
United Kingdom,2022-03-02,0
Australia,2022-03-03,0
China,2022-03-03,0
Denmark,2022-03-03,0
France,2022-03-03,0
Netherlands,2022-03-03,0
New Zealand,2022-03-03,0
United Kingdom,2022-03-03,0
Australia,2022-03-04,0
China,2022-03-04,0
Denmark,2022-03-04,0
France,2022-03-04,0
Netherlands,2022-03-04,0
New Zealand,2022-03-04,0
United Kingdom,2022-03-04,0
Australia,2022-03-05,0
China,2022-03-05,0
Denmark,2022-03-05,0
France,2022-03-05,0
Netherlands,2022-03-05,0
New Zealand,2022-03-05,0
United Kingdom,2022-03-05,0
Australia,2022-03-06,0
China,2022-03-06,0
Denmark,2022-03-06,0
France,2022-03-06,0
Netherlands,2022-03-06,0
New Zealand,2022-03-06,0
United Kingdom,2022-03-06,0
Australia,2022-03-07,0
China,2022-03-07,0
Denmark,2022-03-07,0
France,2022-03-07,0
Netherlands,2022-03-07,0
New Zealand,2022-03-07,0
United Kingdom,2022-03-07,0
Australia,2022-03-08,0
China,2022-03-08,0
Denmark,2022-03-08,0
France,2022-03-08,0
Netherlands,2022-03-08,0
New Zealand,2022-03-08,0
United Kingdom,2022-03-08,0
Australia,2022-03-09,0
China,2022-03-09,0
Denmark,2022-03-09,0
France,2022-03-09,0
Netherlands,2022-03-09,0
New Zealand,2022-03-09,0
United Kingdom,2022-03-09,0
Australia,2022-03-10,0
China,2022-03-10,0
Denmark,2022-03-10,0
France,2022-03-10,0
Netherlands,2022-03-10,0
New Zealand,2022-03-10,0
United Kingdom,2022-03-10,0
Australia,2022-03-11,0
China,2022-03-11,0
Denmark,2022-03-11,0
France,2022-03-11,0
Netherlands,2022-03-11,0
New Zealand,2022-03-11,0
United Kingdom,2022-03-11,0
Australia,2022-03-12,0
China,2022-03-12,0
Denmark,2022-03-12,0
France,2022-03-12,0
Netherlands,2022-03-12,0
New Zealand,2022-03-12,0
United Kingdom,2022-03-12,0
Australia,2022-03-13,0
China,2022-03-13,0
Denmark,2022-03-13,0
France,2022-03-13,0
Netherlands,2022-03-13,0
New Zealand,2022-03-13,0
United Kingdom,2022-03-13,0
Australia,2022-03-14,0
China,2022-03-14,0
Denmark,2022-03-14,0
France,2022-03-14,0
Netherlands,2022-03-14,0
New Zealand,2022-03-14,0
United Kingdom,2022-03-14,0
Australia,2022-03-15,0
China,2022-03-15,0
Denmark,2022-03-15,0
France,2022-03-15,0
Netherlands,2022-03-15,0
New Zealand,2022-03-15,0
United Kingdom,2022-03-15,0
Australia,2022-03-16,0
China,2022-03-16,0
Denmark,2022-03-16,0
France,2022-03-16,0
Netherlands,2022-03-16,0
New Zealand,2022-03-16,0
United Kingdom,2022-03-16,0
Australia,2022-03-17,0
China,2022-03-17,0
Denmark,2022-03-17,0
France,2022-03-17,0
Netherlands,2022-03-17,0
New Zealand,2022-03-17,0
United Kingdom,2022-03-17,0
Australia,2022-03-18,0
China,2022-03-18,0
Denmark,2022-03-18,0
France,2022-03-18,0
Netherlands,2022-03-18,0
New Zealand,2022-03-18,0
United Kingdom,2022-03-18,0
Australia,2022-03-19,0
China,2022-03-19,0
Denmark,2022-03-19,0
France,2022-03-19,0
Netherlands,2022-03-19,0
New Zealand,2022-03-19,0
United Kingdom,2022-03-19,0
Australia,2022-03-20,0
China,2022-03-20,0
Denmark,2022-03-20,0
France,2022-03-20,0
Netherlands,2022-03-20,0
New Zealand,2022-03-20,0
United Kingdom,2022-03-20,0
Australia,2022-03-21,0
China,2022-03-21,0
Denmark,2022-03-21,0
France,2022-03-21,0
Netherlands,2022-03-21,0
New Zealand,2022-03-21,0
United Kingdom,2022-03-21,0
Australia,2022-03-22,0
China,2022-03-22,0
Denmark,2022-03-22,0
France,2022-03-22,0
Netherlands,2022-03-22,0
New Zealand,2022-03-22,0
United Kingdom,2022-03-22,0
Australia,2022-03-23,0
China,2022-03-23,0
Denmark,2022-03-23,0
France,2022-03-23,0
Netherlands,2022-03-23,0
New Zealand,2022-03-23,0
United Kingdom,2022-03-23,0
Australia,2022-03-24,0
China,2022-03-24,0
Denmark,2022-03-24,0
France,2022-03-24,0
Netherlands,2022-03-24,0
New Zealand,2022-03-24,0
United Kingdom,2022-03-24,0
Australia,2022-03-25,0
China,2022-03-25,0
Denmark,2022-03-25,0
France,2022-03-25,0
Netherlands,2022-03-25,0
New Zealand,2022-03-25,0
United Kingdom,2022-03-25,0
Australia,2022-03-26,0
China,2022-03-26,0
Denmark,2022-03-26,0
France,2022-03-26,0
Netherlands,2022-03-26,0
New Zealand,2022-03-26,0
United Kingdom,2022-03-26,0
Australia,2022-03-27,0
China,2022-03-27,0
Denmark,2022-03-27,0
France,2022-03-27,0
Netherlands,2022-03-27,0
New Zealand,2022-03-27,0
United Kingdom,2022-03-27,0
Australia,2022-03-28,0
China,2022-03-28,0
Denmark,2022-03-28,0
France,2022-03-28,0
Netherlands,2022-03-28,0
New Zealand,2022-03-28,0
United Kingdom,2022-03-28,0
Australia,2022-03-29,0
China,2022-03-29,0
Denmark,2022-03-29,0
France,2022-03-29,0
Netherlands,2022-03-29,0
New Zealand,2022-03-29,0
United Kingdom,2022-03-29,0
Australia,2022-03-30,0
China,2022-03-30,0
Denmark,2022-03-30,0
France,2022-03-30,0
Netherlands,2022-03-30,0
New Zealand,2022-03-30,0
United Kingdom,2022-03-30,0
Australia,2022-03-31,0
China,2022-03-31,0
Denmark,2022-03-31,0
France,2022-03-31,0
Netherlands,2022-03-31,0
New Zealand,2022-03-31,0
United Kingdom,2022-03-31,0
Australia,2022-04-01,0
China,2022-04-01,0
Denmark,2022-04-01,0
France,2022-04-01,0
Netherlands,2022-04-01,0
New Zealand,2022-04-01,0
United Kingdom,2022-04-01,0
Australia,2022-04-02,0
China,2022-04-02,0
Denmark,2022-04-02,0
France,2022-04-02,0
Netherlands,2022-04-02,0
New Zealand,2022-04-02,0
United Kingdom,2022-04-02,0
Australia,2022-04-03,0
China,2022-04-03,0
Denmark,2022-04-03,0
France,2022-04-03,0
Netherlands,2022-04-03,0
New Zealand,2022-04-03,0
United Kingdom,2022-04-03,0
Australia,2022-04-04,0
China,2022-04-04,0
Denmark,2022-04-04,0
France,2022-04-04,0
Netherlands,2022-04-04,0
New Zealand,2022-04-04,0
United Kingdom,2022-04-04,0
Australia,2022-04-05,0
China,2022-04-05,0
Denmark,2022-04-05,0
France,2022-04-05,0
Netherlands,2022-04-05,0
New Zealand,2022-04-05,0
United Kingdom,2022-04-05,0
Australia,2022-04-06,0
China,2022-04-06,0
Denmark,2022-04-06,0
France,2022-04-06,0
Netherlands,2022-04-06,0
New Zealand,2022-04-06,0
United Kingdom,2022-04-06,0
Australia,2022-04-07,0
China,2022-04-07,0
Denmark,2022-04-07,0
France,2022-04-07,0
Netherlands,2022-04-07,0
New Zealand,2022-04-07,0
United Kingdom,2022-04-07,0
Australia,2022-04-08,0
China,2022-04-08,0
Denmark,2022-04-08,0
France,2022-04-08,0
Netherlands,2022-04-08,0
New Zealand,2022-04-08,0
United Kingdom,2022-04-08,0
Australia,2022-04-09,0
China,2022-04-09,0
Denmark,2022-04-09,0
France,2022-04-09,0
Netherlands,2022-04-09,0
New Zealand,2022-04-09,0
United Kingdom,2022-04-09,0
Australia,2022-04-10,0
China,2022-04-10,0
Denmark,2022-04-10,0
France,2022-04-10,0
Netherlands,2022-04-10,0
New Zealand,2022-04-10,0
United Kingdom,2022-04-10,0
Australia,2022-04-11,0
China,2022-04-11,0
Denmark,2022-04-11,0
France,2022-04-11,0
Netherlands,2022-04-11,0
New Zealand,2022-04-11,0
United Kingdom,2022-04-11,0
Australia,2022-04-12,0
China,2022-04-12,0
Denmark,2022-04-12,0
