Country/Region,Date,Confirmed
Canada,2021-11-16,1759550
China,2021-11-16,110833
Denmark,2021-11-16,4087
France,2021-11-16,284277
Netherlands,2021-11-16,40540
New Zealand,2021-11-16,1
United Kingdom,2021-11-16,49037
Australia,2021-11-17,194112
Canada,2021-11-17,1762163
China,2021-11-17,110871
Denmark,2021-11-17,4140
France,2021-11-17,284427
Netherlands,2021-11-17,40583
New Zealand,2021-11-17,1
United Kingdom,2021-11-17,49386
Australia,2021-11-18,195617
Canada,2021-11-18,1765001
China,2021-11-18,110899
Denmark,2021-11-18,4206
France,2021-11-18,285915
Netherlands,2021-11-18,40633
New Zealand,2021-11-18,1
United Kingdom,2021-11-18,50624
Australia,2021-11-19,196977
Canada,2021-11-19,1767756
China,2021-11-19,110923
Denmark,2021-11-19,4260
France,2021-11-19,286490
Netherlands,2021-11-19,40690
New Zealand,2021-11-19,1
United Kingdom,2021-11-19,51177
Australia,2021-11-20,198442
Canada,2021-11-20,1769622
China,2021-11-20,110943
Denmark,2021-11-20,4298
France,2021-11-20,286513
Netherlands,2021-11-20,40756
New Zealand,2021-11-20,1
United Kingdom,2021-11-20,51621
Australia,2021-11-21,199649
Canada,2021-11-21,1771092
China,2021-11-21,110983
Denmark,2021-11-21,4298
France,2021-11-21,286521
Netherlands,2021-11-21,40798
New Zealand,2021-11-21,1
United Kingdom,2021-11-21,51956
Australia,2021-11-22,200651
Canada,2021-11-22,1775257
China,2021-11-22,111005
Denmark,2021-11-22,4397
France,2021-11-22,287042
Netherlands,2021-11-22,40820
New Zealand,2021-11-22,1
United Kingdom,2021-11-22,52745
Australia,2021-11-23,202115
Canada,2021-11-23,1777635
China,2021-11-23,111033
Denmark,2021-11-23,4536
France,2021-11-23,287152
Netherlands,2021-11-23,40906
New Zealand,2021-11-23,1
United Kingdom,2021-11-23,53128
Australia,2021-11-24,203642
Canada,2021-11-24,1780432
China,2021-11-24,111058
Denmark,2021-11-24,4595
France,2021-11-24,289389
Netherlands,2021-11-24,40980
New Zealand,2021-11-24,1
United Kingdom,2021-11-24,53810
Australia,2021-11-25,205269
Canada,2021-11-25,1784829
China,2021-11-25,111077
Denmark,2021-11-25,4648
France,2021-11-25,289570
Netherlands,2021-11-25,41035
New Zealand,2021-11-25,1
United Kingdom,2021-11-25,54323
Australia,2021-11-26,206749
Canada,2021-11-26,1787854
China,2021-11-26,111106
Denmark,2021-11-26,4740
France,2021-11-26,289748
Netherlands,2021-11-26,41106
New Zealand,2021-11-26,1
United Kingdom,2021-11-26,54895
Australia,2021-11-27,207984
Canada,2021-11-27,1790056
China,2021-11-27,111132
Denmark,2021-11-27,4740
France,2021-11-27,289780
Netherlands,2021-11-27,41146
New Zealand,2021-11-27,1
United Kingdom,2021-11-27,55369
Australia,2021-11-28,209139
Canada,2021-11-28,1791790
China,2021-11-28,111176
Denmark,2021-11-28,4837
France,2021-11-28,289786
Netherlands,2021-11-28,41185
New Zealand,2021-11-28,1
United Kingdom,2021-11-28,55622
Australia,2021-11-29,210238
Canada,2021-11-29,1795564
China,2021-11-29,111218
Denmark,2021-11-29,5009
France,2021-11-29,290054
Netherlands,2021-11-29,41225
New Zealand,2021-11-29,1
United Kingdom,2021-11-29,55974
Australia,2021-11-30,211655
Canada,2021-11-30,1798182
China,2021-11-30,111337
Denmark,2021-11-30,5082
France,2021-11-30,292396
Netherlands,2021-11-30,41281
New Zealand,2021-11-30,1
United Kingdom,2021-11-30,56671
Australia,2021-12-01,213357
Canada,2021-12-01,1801599
China,2021-12-01,111413
Denmark,2021-12-01,5144
France,2021-12-01,293458
Netherlands,2021-12-01,41361
New Zealand,2021-12-01,1
United Kingdom,2021-12-01,57445
Australia,2021-12-02,214879
Canada,2021-12-02,1804981
China,2021-12-02,111515
Denmark,2021-12-02,5292
France,2021-12-02,293533
Netherlands,2021-12-02,41422
New Zealand,2021-12-02,1
United Kingdom,2021-12-02,57870
Australia,2021-12-03,216587
Canada,2021-12-03,1808617
China,2021-12-03,111608
Denmark,2021-12-03,5378
France,2021-12-03,293832
Netherlands,2021-12-03,41489
New Zealand,2021-12-03,2
United Kingdom,2021-12-03,58501
Australia,2021-12-04,217836
Canada,2021-12-04,1811240
China,2021-12-04,111671
Denmark,2021-12-04,5378
France,2021-12-04,293832
Netherlands,2021-12-04,41526
New Zealand,2021-12-04,2
United Kingdom,2021-12-04,58862
Australia,2021-12-05,219121
Canada,2021-12-05,1813550
China,2021-12-05,111741
Denmark,2021-12-05,5498
France,2021-12-05,293832
Netherlands,2021-12-05,41573
New Zealand,2021-12-05,2
United Kingdom,2021-12-05,59205
Australia,2021-12-06,220555
Canada,2021-12-06,1818237
China,2021-12-06,111840
Denmark,2021-12-06,5578
France,2021-12-06,294189
Netherlands,2021-12-06,41602
New Zealand,2021-12-06,2
United Kingdom,2021-12-06,59691
Australia,2021-12-07,222260
Canada,2021-12-07,1821492
China,2021-12-07,111919
Denmark,2021-12-07,5716
France,2021-12-07,297002
Netherlands,2021-12-07,41672
New Zealand,2021-12-07,2
United Kingdom,2021-12-07,59962
Australia,2021-12-08,223914
Canada,2021-12-08,1825429
China,2021-12-08,112002
Denmark,2021-12-08,5880
France,2021-12-08,297184
Netherlands,2021-12-08,41712
New Zealand,2021-12-08,2
United Kingdom,2021-12-08,60398
Australia,2021-12-09,225625
Canada,2021-12-09,1829945
China,2021-12-09,112072
Denmark,2021-12-09,5986
France,2021-12-09,297421
Netherlands,2021-12-09,41804
New Zealand,2021-12-09,2
United Kingdom,2021-12-09,60858
Australia,2021-12-10,227382
Canada,2021-12-10,1833030
China,2021-12-10,112163
Denmark,2021-12-10,6049
France,2021-12-10,297661
Netherlands,2021-12-10,41856
New Zealand,2021-12-10,2
United Kingdom,2021-12-10,61277
Australia,2021-12-11,228925
Canada,2021-12-11,1838773
China,2021-12-11,112239
Denmark,2021-12-11,6088
France,2021-12-11,297661
Netherlands,2021-12-11,41904
New Zealand,2021-12-11,2
United Kingdom,2021-12-11,61588
Australia,2021-12-12,230768
Canada,2021-12-12,1842304
China,2021-12-12,112345
Denmark,2021-12-12,6203
France,2021-12-12,297661
Netherlands,2021-12-12,41952
New Zealand,2021-12-12,2
United Kingdom,2021-12-12,61870
Australia,2021-12-13,232738
Canada,2021-12-13,1848407
China,2021-12-13,112423
Denmark,2021-12-13,6289
France,2021-12-13,298297
Netherlands,2021-12-13,41961
New Zealand,2021-12-13,2
United Kingdom,2021-12-13,62130
Australia,2021-12-14,235547
Canada,2021-12-14,1853647
China,2021-12-14,112497
Denmark,2021-12-14,6353
France,2021-12-14,301723
Netherlands,2021-12-14,42076
New Zealand,2021-12-14,2
United Kingdom,2021-12-14,62613
Australia,2021-12-15,238970
Canada,2021-12-15,1860828
China,2021-12-15,112573
Denmark,2021-12-15,6394
France,2021-12-15,302010
Netherlands,2021-12-15,42154
New Zealand,2021-12-15,2
United Kingdom,2021-12-15,62965
Australia,2021-12-16,242772
Canada,2021-12-16,1868751
China,2021-12-16,112659
Denmark,2021-12-16,6414
France,2021-12-16,302359
Netherlands,2021-12-16,42248
New Zealand,2021-12-16,2
United Kingdom,2021-12-16,63407
Australia,2021-12-17,246789
Canada,2021-12-17,1878769
China,2021-12-17,112783
Denmark,2021-12-17,6608
France,2021-12-17,302524
Netherlands,2021-12-17,42314
New Zealand,2021-12-17,2
United Kingdom,2021-12-17,63840
Australia,2021-12-18,250651
Canada,2021-12-18,1887073
China,2021-12-18,112879
Denmark,2021-12-18,6608
France,2021-12-18,302524
Netherlands,2021-12-18,42402
New Zealand,2021-12-18,2
United Kingdom,2021-12-18,64163
Australia,2021-12-19,254682
Canada,2021-12-19,1895459
China,2021-12-19,112989
Denmark,2021-12-19,6704
France,2021-12-19,302524
Netherlands,2021-12-19,42465
New Zealand,2021-12-19,2
United Kingdom,2021-12-19,64491
Australia,2021-12-20,259174
Canada,2021-12-20,1910909
China,2021-12-20,113033
Denmark,2021-12-20,6704
France,2021-12-20,302785
Netherlands,2021-12-20,42564
New Zealand,2021-12-20,2
United Kingdom,2021-12-20,64906
Australia,2021-12-21,264705
Canada,2021-12-21,1925050
China,2021-12-21,113163
Denmark,2021-12-21,6761
France,2021-12-21,303087
Netherlands,2021-12-21,42744
New Zealand,2021-12-21,2
United Kingdom,2021-12-21,65444
Australia,2021-12-22,273062
Canada,2021-12-22,1943950
China,2021-12-22,113269
Denmark,2021-12-22,7074
France,2021-12-22,303305
Netherlands,2021-12-22,43094
New Zealand,2021-12-22,2
United Kingdom,2021-12-22,65882
Australia,2021-12-23,281280
Canada,2021-12-23,1969915
China,2021-12-23,113358
Denmark,2021-12-23,7288
France,2021-12-23,308390
Netherlands,2021-12-23,43457
New Zealand,2021-12-23,2
United Kingdom,2021-12-23,66672
Australia,2021-12-24,291135
Canada,2021-12-24,1995099
China,2021-12-24,113503
Denmark,2021-12-24,7364
France,2021-12-24,308392
Netherlands,2021-12-24,43974
New Zealand,2021-12-24,2
United Kingdom,2021-12-24,67159
Australia,2021-12-25,300594
Canada,2021-12-25,2014125
China,2021-12-25,113574
Denmark,2021-12-25,7394
France,2021-12-25,308392
Netherlands,2021-12-25,44430
New Zealand,2021-12-25,2
United Kingdom,2021-12-25,67646
Australia,2021-12-26,310478
Canada,2021-12-26,2032299
China,2021-12-26,113791
Denmark,2021-12-26,7398
France,2021-12-26,308392
Netherlands,2021-12-26,44748
New Zealand,2021-12-26,2
United Kingdom,2021-12-26,68067
Australia,2021-12-27,322275
Canada,2021-12-27,2054687
China,2021-12-27,114162
Denmark,2021-12-27,7567
France,2021-12-27,309259
Netherlands,2021-12-27,45269
New Zealand,2021-12-27,2
United Kingdom,2021-12-27,68326
Australia,2021-12-28,339953
Canada,2021-12-28,2082772
China,2021-12-28,114365
Denmark,2021-12-28,7698
France,2021-12-28,309751
Netherlands,2021-12-28,46246
New Zealand,2021-12-28,2
United Kingdom,2021-12-28,68645
Australia,2021-12-29,361322
Canada,2021-12-29,2137832
China,2021-12-29,114586
Denmark,2021-12-29,7985
France,2021-12-29,315666
Netherlands,2021-12-29,47503
New Zealand,2021-12-29,2
United Kingdom,2021-12-29,69577
Australia,2021-12-30,395133
Canada,2021-12-30,2180786
China,2021-12-30,114794
Denmark,2021-12-30,8374
France,2021-12-30,315969
Netherlands,2021-12-30,48851
New Zealand,2021-12-30,2
United Kingdom,2021-12-30,71833
Australia,2021-12-31,425496
Canada,2021-12-31,2223722
China,2021-12-31,115042
Denmark,2021-12-31,8375
France,2021-12-31,315969
Netherlands,2021-12-31,50389
New Zealand,2021-12-31,2
United Kingdom,2021-12-31,72967
Australia,2022-01-01,462955
Canada,2022-01-01,2256734
China,2022-01-01,115251
Denmark,2022-01-01,8692
France,2022-01-01,315969
Netherlands,2022-01-01,51853
New Zealand,2022-01-01,2
United Kingdom,2022-01-01,74072
Australia,2022-01-02,492563
Canada,2022-01-02,2286722
China,2022-01-02,115333
Denmark,2022-01-02,8716
France,2022-01-02,315969
Netherlands,2022-01-02,52811
New Zealand,2022-01-02,2
United Kingdom,2022-01-02,74823
Australia,2022-01-03,537308
Canada,2022-01-03,2323043
China,2022-01-03,115642
Denmark,2022-01-03,9297
France,2022-01-03,315997
Netherlands,2022-01-03,53814
New Zealand,2022-01-03,2
United Kingdom,2022-01-03,75936
Australia,2022-01-04,608803
Canada,2022-01-04,2372310
China,2022-01-04,115772
Denmark,2022-01-04,9780
France,2022-01-04,323787
Netherlands,2022-01-04,56112
New Zealand,2022-01-04,2
United Kingdom,2022-01-04,81059
Australia,2022-01-05,684229
Canada,2022-01-05,2412229
China,2022-01-05,115999
Denmark,2022-01-05,10259
France,2022-01-05,333201
Netherlands,2022-01-05,58821
New Zealand,2022-01-05,2
United Kingdom,2022-01-05,82359
Australia,2022-01-06,762458
Canada,2022-01-06,2454108
China,2022-01-06,116206
Denmark,2022-01-06,10259
France,2022-01-06,337312
Netherlands,2022-01-06,61268
New Zealand,2022-01-06,2
United Kingdom,2022-01-06,84774
Australia,2022-01-07,860550
Canada,2022-01-07,2499599
China,2022-01-07,116398
Denmark,2022-01-07,10850
France,2022-01-07,342415
Netherlands,2022-01-07,63826
New Zealand,2022-01-07,2
United Kingdom,2022-01-07,86853
Australia,2022-01-08,972457
Canada,2022-01-08,2528631
China,2022-01-08,116600
Denmark,2022-01-08,11354
France,2022-01-08,342415
Netherlands,2022-01-08,65589
New Zealand,2022-01-08,2
United Kingdom,2022-01-08,88327
Australia,2022-01-09,1045291
Canada,2022-01-09,2554903
China,2022-01-09,116790
Denmark,2022-01-09,12704
France,2022-01-09,342415
Netherlands,2022-01-09,67142
New Zealand,2022-01-09,2
United Kingdom,2022-01-09,89198
Australia,2022-01-10,1139097
Canada,2022-01-10,2613364
China,2022-01-10,117006
Denmark,2022-01-10,13180
France,2022-01-10,348779
Netherlands,2022-01-10,68303
New Zealand,2022-01-10,2
United Kingdom,2022-01-10,91140
Australia,2022-01-11,1223505
Canada,2022-01-11,2646215
China,2022-01-11,117248
Denmark,2022-01-11,13926
France,2022-01-11,358046
Netherlands,2022-01-11,70007
New Zealand,2022-01-11,2
United Kingdom,2022-01-11,93215
Australia,2022-01-12,1398776
Canada,2022-01-12,2681088
China,2022-01-12,117460
Denmark,2022-01-12,15032
France,2022-01-12,387455
Netherlands,2022-01-12,72332
New Zealand,2022-01-12,2
United Kingdom,2022-01-12,95640
Australia,2022-01-13,1526961
Canada,2022-01-13,2712675
China,2022-01-13,117675
Denmark,2022-01-13,16042
France,2022-01-13,394196
Netherlands,2022-01-13,73872
New Zealand,2022-01-13,2
United Kingdom,2022-01-13,96460
Australia,2022-01-14,1613249
Canada,2022-01-14,2753185
China,2022-01-14,117849
Denmark,2022-01-14,16431
France,2022-01-14,401270
Netherlands,2022-01-14,76572
New Zealand,2022-01-14,2
United Kingdom,2022-01-14,98466
Australia,2022-01-15,1726116
Canada,2022-01-15,2771332
China,2022-01-15,117973
Denmark,2022-01-15,16844
France,2022-01-15,401300
Netherlands,2022-01-15,77280
New Zealand,2022-01-15,2
United Kingdom,2022-01-15,99088
Australia,2022-01-16,1786007
Canada,2022-01-16,2786609
China,2022-01-16,118207
Denmark,2022-01-16,18040
France,2022-01-16,401300
Netherlands,2022-01-16,77660
New Zealand,2022-01-16,2
United Kingdom,2022-01-16,99707
Australia,2022-01-17,1870362
Canada,2022-01-17,2828016
China,2022-01-17,118385
Denmark,2022-01-17,18609
France,2022-01-17,414862
Netherlands,2022-01-17,79097
New Zealand,2022-01-17,2
United Kingdom,2022-01-17,101533
Australia,2022-01-18,1954977
Canada,2022-01-18,2848880
China,2022-01-18,118490
Denmark,2022-01-18,20103
France,2022-01-18,418615
Netherlands,2022-01-18,80102
New Zealand,2022-01-18,2
United Kingdom,2022-01-18,102153
Australia,2022-01-19,2022581
Canada,2022-01-19,2872352
China,2022-01-19,118572
Denmark,2022-01-19,20962
France,2022-01-19,423953
Netherlands,2022-01-19,80593
New Zealand,2022-01-19,2
United Kingdom,2022-01-19,102942
Australia,2022-01-20,2086522
Canada,2022-01-20,2895318
China,2022-01-20,118659
Denmark,2022-01-20,21204
France,2022-01-20,460741
Netherlands,2022-01-20,81985
New Zealand,2022-01-20,2
United Kingdom,2022-01-20,104563
Australia,2022-01-21,2129688
Canada,2022-01-21,2916511
China,2022-01-21,118746
Denmark,2022-01-21,22614
France,2022-01-21,464685
Netherlands,2022-01-21,82840
New Zealand,2022-01-21,2
United Kingdom,2022-01-21,105280
Australia,2022-01-22,2196870
Canada,2022-01-22,2930294
China,2022-01-22,118830
Denmark,2022-01-22,23307
France,2022-01-22,464707
Netherlands,2022-01-22,83407
New Zealand,2022-01-22,2
United Kingdom,2022-01-22,107445
Australia,2022-01-23,2229104
Canada,2022-01-23,2935562
China,2022-01-23,119025
Denmark,2022-01-23,23825
France,2022-01-23,464736
Netherlands,2022-01-23,83830
New Zealand,2022-01-23,2
United Kingdom,2022-01-23,107906
Australia,2022-01-24,2287126
Canada,2022-01-24,2955074
China,2022-01-24,119179
Denmark,2022-01-24,24688
France,2022-01-24,470368
Netherlands,2022-01-24,84080
New Zealand,2022-01-24,2
United Kingdom,2022-01-24,109000
Australia,2022-01-25,2340046
Canada,2022-01-25,2984041
China,2022-01-25,119347
Denmark,2022-01-25,25806
France,2022-01-25,472082
Netherlands,2022-01-25,84577
New Zealand,2022-01-25,2
United Kingdom,2022-01-25,110264
Australia,2022-01-26,2391062
Canada,2022-01-26,2991695
China,2022-01-26,119516
Denmark,2022-01-26,26794
France,2022-01-26,537743
Netherlands,2022-01-26,85001
New Zealand,2022-01-26,2
United Kingdom,2022-01-26,111106
Australia,2022-01-27,2457285
Canada,2022-01-27,3020095
China,2022-01-27,119744
Denmark,2022-01-27,27762
France,2022-01-27,545092
Netherlands,2022-01-27,85498
New Zealand,2022-01-27,2
United Kingdom,2022-01-27,112138
Australia,2022-01-28,2523265
Canada,2022-01-28,3036634
China,2022-01-28,119918
Denmark,2022-01-28,27936
France,2022-01-28,547573
Netherlands,2022-01-28,85788
New Zealand,2022-01-28,2
United Kingdom,2022-01-28,112972
Australia,2022-01-29,2570523
Canada,2022-01-29,3045070
China,2022-01-29,120118
Denmark,2022-01-29,29240
France,2022-01-29,547590
Netherlands,2022-01-29,86074
New Zealand,2022-01-29,2
United Kingdom,2022-01-29,113648
Australia,2022-01-30,2607242
Canada,2022-01-30,3052360
China,2022-01-30,120257
Denmark,2022-01-30,29761
France,2022-01-30,547609
Netherlands,2022-01-30,86283
New Zealand,2022-01-30,2
United Kingdom,2022-01-30,114165
Australia,2022-01-31,2580386
Canada,2022-01-31,3073641
China,2022-01-31,120415
Denmark,2022-01-31,30332
France,2022-01-31,553409
Netherlands,2022-01-31,86437
New Zealand,2022-01-31,2
United Kingdom,2022-01-31,114963
Australia,2022-02-01,2620532
Canada,2022-02-01,3085578
China,2022-02-01,120607
Denmark,2022-02-01,31570
France,2022-02-01,568476
Netherlands,2022-02-01,86780
New Zealand,2022-02-01,2
United Kingdom,2022-02-01,115618
Australia,2022-02-02,2644760
Canada,2022-02-02,3100930
China,2022-02-02,120762
Denmark,2022-02-02,32278
France,2022-02-02,619655
Netherlands,2022-02-02,87028
New Zealand,2022-02-02,2
United Kingdom,2022-02-02,116361
Australia,2022-02-03,2676939
Canada,2022-02-03,3114102
China,2022-02-03,120933
Denmark,2022-02-03,32382
France,2022-02-03,625436
Netherlands,2022-02-03,87222
New Zealand,2022-02-03,2
United Kingdom,2022-02-03,119432
Australia,2022-02-04,2704275
Canada,2022-02-04,3127200
China,2022-02-04,121091
Denmark,2022-02-04,33933
France,2022-02-04,626909
Netherlands,2022-02-04,87421
New Zealand,2022-02-04,2
United Kingdom,2022-02-04,119999
Australia,2022-02-05,2727260
Canada,2022-02-05,3133823
China,2022-02-05,121485
Denmark,2022-02-05,33933
France,2022-02-05,626921
Netherlands,2022-02-05,87609
New Zealand,2022-02-05,2
United Kingdom,2022-02-05,120486
Australia,2022-02-06,2752507
Canada,2022-02-06,3139226
China,2022-02-06,121906
Denmark,2022-02-06,35031
France,2022-02-06,626921
Netherlands,2022-02-06,87716
New Zealand,2022-02-06,2
United Kingdom,2022-02-06,120882
Australia,2022-02-07,2779880
Canada,2022-02-07,3155276
China,2022-02-07,122625
Denmark,2022-02-07,35437
France,2022-02-07,632248
Netherlands,2022-02-07,87826
New Zealand,2022-02-07,2
United Kingdom,2022-02-07,121522
Australia,2022-02-08,2811390
Canada,2022-02-08,3165316
China,2022-02-08,123361
Denmark,2022-02-08,36901
France,2022-02-08,635978
Netherlands,2022-02-08,88053
New Zealand,2022-02-08,2
United Kingdom,2022-02-08,122096
Australia,2022-02-09,2822873
Canada,2022-02-09,3175641
China,2022-02-09,124550
Denmark,2022-02-09,36925
France,2022-02-09,672996
Netherlands,2022-02-09,88242
New Zealand,2022-02-09,2
United Kingdom,2022-02-09,122760
Australia,2022-02-10,2854123
Canada,2022-02-10,3186022
China,2022-02-10,125637
Denmark,2022-02-10,37621
France,2022-02-10,677804
Netherlands,2022-02-10,88424
New Zealand,2022-02-10,2
United Kingdom,2022-02-10,125154
Australia,2022-02-11,2876687
Canada,2022-02-11,3193425
China,2022-02-11,127061
Denmark,2022-02-11,39110
France,2022-02-11,689497
Netherlands,2022-02-11,88564
New Zealand,2022-02-11,2
United Kingdom,2022-02-11,125698
Australia,2022-02-12,2902294
Canada,2022-02-12,3203269
China,2022-02-12,128642
Denmark,2022-02-12,39829
France,2022-02-12,689507
Netherlands,2022-02-12,88695
New Zealand,2022-02-12,2
United Kingdom,2022-02-12,126154
Australia,2022-02-13,2914583
Canada,2022-02-13,3206884
China,2022-02-13,130073
Denmark,2022-02-13,40134
France,2022-02-13,689510
Netherlands,2022-02-13,88769
New Zealand,2022-02-13,2
United Kingdom,2022-02-13,126513
Australia,2022-02-14,2945496
Canada,2022-02-14,3219073
China,2022-02-14,132224
Denmark,2022-02-14,40493
France,2022-02-14,698280
Netherlands,2022-02-14,88827
